time velocity distance
6.4665e+00 5.1156e+00 1.0451e+00
6.4765e+00 5.0192e+00 1.0958e+00
6.4865e+00 4.9182e+00 1.1456e+00
6.4965e+00 4.8128e+00 1.1943e+00
6.5065e+00 4.7031e+00 1.2419e+00
6.5165e+00 4.5891e+00 1.2884e+00
6.5265e+00 4.4710e+00 1.3338e+00
6.5365e+00 4.3488e+00 1.3779e+00
6.5465e+00 4.2227e+00 1.4208e+00
6.5566e+00 4.0928e+00 1.4624e+00
6.5666e+00 3.9593e+00 1.5028e+00
6.5766e+00 3.8221e+00 1.5417e+00
6.5866e+00 3.6815e+00 1.5793e+00
6.5966e+00 3.5376e+00 1.6154e+00
6.6066e+00 3.3905e+00 1.6501e+00
6.6166e+00 3.2403e+00 1.6833e+00
6.6266e+00 3.0872e+00 1.7149e+00
6.6366e+00 2.9314e+00 1.7451e+00
6.6466e+00 2.7729e+00 1.7736e+00
6.6567e+00 2.6119e+00 1.8006e+00
6.6667e+00 2.4485e+00 1.8259e+00
6.6767e+00 2.2829e+00 1.8496e+00
6.6867e+00 2.1153e+00 1.8716e+00
6.6967e+00 1.9457e+00 1.8919e+00
6.7067e+00 1.7745e+00 1.9105e+00
6.7167e+00 1.6016e+00 1.9274e+00
6.7267e+00 1.4272e+00 1.9426e+00
6.7367e+00 1.2516e+00 1.9560e+00
6.7467e+00 1.0748e+00 1.9676e+00
6.7568e+00 8.9712e-01 1.9775e+00
6.7668e+00 7.1858e-01 1.9856e+00
6.7768e+00 5.3940e-01 1.9919e+00
6.7868e+00 3.5974e-01 1.9964e+00
6.7968e+00 1.7974e-01 1.9991e+00
6.8068e+00 -4.0903e-04 2.0000e+00
6.8168e+00 -1.8056e-01 1.9991e+00
6.8268e+00 -3.6055e-01 1.9964e+00
6.8368e+00 -5.4022e-01 1.9919e+00
6.8468e+00 -7.1939e-01 1.9856e+00
6.8569e+00 -8.9792e-01 1.9775e+00
6.8669e+00 -1.0756e+00 1.9676e+00
6.8769e+00 -1.2524e+00 1.9559e+00
6.8869e+00 -1.4280e+00 1.9425e+00
6.8969e+00 -1.6023e+00 1.9274e+00
6.9069e+00 -1.7752e+00 1.9105e+00
6.9169e+00 -1.9465e+00 1.8918e+00
6.9269e+00 -2.1161e+00 1.8715e+00
6.9369e+00 -2.2837e+00 1.8495e+00
6.9469e+00 -2.4492e+00 1.8258e+00
6.9570e+00 -2.6126e+00 1.8004e+00
6.9670e+00 -2.7736e+00 1.7735e+00
6.9770e+00 -2.9321e+00 1.7449e+00
6.9870e+00 -3.0879e+00 1.7148e+00
6.9970e+00 -3.2410e+00 1.6831e+00
7.0070e+00 -3.3912e+00 1.6499e+00
7.0170e+00 -3.5383e+00 1.6152e+00
7.0270e+00 -3.6822e+00 1.5791e+00
7.0370e+00 -3.8227e+00 1.5415e+00
7.0470e+00 -3.9599e+00 1.5026e+00
7.0571e+00 -4.0934e+00 1.4623e+00
7.0671e+00 -4.2233e+00 1.4206e+00
7.0771e+00 -4.3494e+00 1.3777e+00
7.0871e+00 -4.4715e+00 1.3336e+00
7.0971e+00 -4.5896e+00 1.2882e+00
7.1071e+00 -4.7036e+00 1.2417e+00
7.1171e+00 -4.8133e+00 1.1941e+00
7.1271e+00 -4.9187e+00 1.1454e+00
7.1371e+00 -5.0196e+00 1.0956e+00
7.1471e+00 -5.1161e+00 1.0449e+00
7.1572e+00 -5.2079e+00 9.9320e-01
7.1672e+00 -5.2950e+00 9.4063e-01
7.1772e+00 -5.3773e+00 8.8721e-01
7.1872e+00 -5.4548e+00 8.3299e-01
7.1972e+00 -5.5274e+00 7.7802e-01
7.2072e+00 -5.5950e+00 7.2235e-01
7.2172e+00 -5.6575e+00 6.6603e-01
7.2272e+00 -5.7150e+00 6.0910e-01
7.2372e+00 -5.7673e+00 5.5163e-01
7.2472e+00 -5.8144e+00 4.9366e-01
7.2573e+00 -5.8562e+00 4.3524e-01
7.2673e+00 -5.8928e+00 3.7643e-01
7.2773e+00 -5.9240e+00 3.1729e-01
7.2873e+00 -5.9499e+00 2.5785e-01
7.2973e+00 -5.9705e+00 1.9819e-01
7.3073e+00 -5.9856e+00 1.3834e-01
7.3173e+00 -5.9954e+00 7.8373e-02
7.3273e+00 -5.9997e+00 1.8333e-02
7.3373e+00 -5.9987e+00 -4.1724e-02
7.3473e+00 -5.9922e+00 -1.0174e-01
7.3574e+00 -5.9804e+00 -1.6167e-01
7.3674e+00 -5.9631e+00 -2.2145e-01
7.3774e+00 -5.9405e+00 -2.8103e-01
7.3874e+00 -5.9125e+00 -3.4036e-01
7.3974e+00 -5.8792e+00 -3.9938e-01
7.4074e+00 -5.8405e+00 -4.5805e-01
7.4174e+00 -5.7966e+00 -5.1629e-01
7.4274e+00 -5.7475e+00 -5.7408e-01
7.4374e+00 -5.6932e+00 -6.3134e-01
7.4474e+00 -5.6338e+00 -6.8804e-01
7.4575e+00 -5.5693e+00 -7.4411e-01
7.4675e+00 -5.4997e+00 -7.9952e-01
7.4775e+00 -5.4252e+00 -8.5420e-01
7.4875e+00 -5.3458e+00 -9.0811e-01
7.4975e+00 -5.2616e+00 -9.6121e-01
7.5075e+00 -5.1727e+00 -1.0134e+00
7.5175e+00 -5.0791e+00 -1.0648e+00
7.5275e+00 -4.9809e+00 -1.1151e+00
7.5375e+00 -4.8782e+00 -1.1645e+00
7.5475e+00 -4.7711e+00 -1.2128e+00
7.5576e+00 -4.6597e+00 -1.2600e+00
7.5676e+00 -4.5441e+00 -1.3060e+00
7.5776e+00 -4.4244e+00 -1.3509e+00
7.5876e+00 -4.3007e+00 -1.3946e+00
7.5976e+00 -4.1732e+00 -1.4370e+00
7.6076e+00 -4.0418e+00 -1.4781e+00
7.6176e+00 -3.9069e+00 -1.5179e+00
7.6276e+00 -3.7684e+00 -1.5563e+00
7.6376e+00 -3.6265e+00 -1.5933e+00
7.6476e+00 -3.4813e+00 -1.6289e+00
7.6577e+00 -3.3330e+00 -1.6630e+00
7.6677e+00 -3.1817e+00 -1.6956e+00
7.6777e+00 -3.0276e+00 -1.7267e+00
7.6877e+00 -2.8707e+00 -1.7562e+00
7.6977e+00 -2.7112e+00 -1.7842e+00
7.7077e+00 -2.5492e+00 -1.8105e+00
7.7177e+00 -2.3850e+00 -1.8352e+00
7.7277e+00 -2.2186e+00 -1.8582e+00
7.7377e+00 -2.0502e+00 -1.8796e+00
7.7477e+00 -1.8800e+00 -1.8993e+00
7.7578e+00 -1.7081e+00 -1.9172e+00
7.7678e+00 -1.5346e+00 -1.9335e+00
7.7778e+00 -1.3598e+00 -1.9480e+00
7.7878e+00 -1.1837e+00 -1.9607e+00
7.7978e+00 -1.0065e+00 -1.9717e+00
7.8078e+00 -8.2847e-01 -1.9808e+00
7.8178e+00 -6.4967e-01 -1.9882e+00
7.8278e+00 -4.7029e-01 -1.9938e+00
7.8378e+00 -2.9047e-01 -1.9977e+00
7.8478e+00 -1.1040e-01 -1.9997e+00
7.8579e+00 6.9770e-02 -1.9999e+00
7.8679e+00 2.4988e-01 -1.9983e+00
7.8779e+00 4.2976e-01 -1.9949e+00
7.8879e+00 6.0926e-01 -1.9897e+00
7.8979e+00 7.8821e-01 -1.9827e+00
7.9079e+00 9.6644e-01 -1.9739e+00
7.9179e+00 1.1438e+00 -1.9633e+00
7.9279e+00 1.3201e+00 -1.9510e+00
7.9379e+00 1.4953e+00 -1.9369e+00
7.9479e+00 1.6691e+00 -1.9211e+00
7.9580e+00 1.8414e+00 -1.9035e+00
7.9680e+00 2.0120e+00 -1.8842e+00
7.9780e+00 2.1808e+00 -1.8632e+00
7.9880e+00 2.3477e+00 -1.8405e+00
7.9980e+00 2.5124e+00 -1.8162e+00
8.0080e+00 2.6749e+00 -1.7903e+00
8.0180e+00 2.8349e+00 -1.7627e+00
8.0280e+00 2.9924e+00 -1.7335e+00
8.0380e+00 3.1472e+00 -1.7028e+00
8.0480e+00 3.2992e+00 -1.6705e+00
8.0581e+00 3.4482e+00 -1.6367e+00
8.0681e+00 3.5940e+00 -1.6015e+00
8.0781e+00 3.7367e+00 -1.5648e+00
8.0881e+00 3.8759e+00 -1.5267e+00
8.0981e+00 4.0117e+00 -1.4872e+00
8.1081e+00 4.1439e+00 -1.4464e+00
8.1181e+00 4.2723e+00 -1.4043e+00
8.1281e+00 4.3968e+00 -1.3609e+00
8.1381e+00 4.5174e+00 -1.3163e+00
8.1481e+00 4.6340e+00 -1.2704e+00
8.1582e+00 4.7463e+00 -1.2235e+00
8.1682e+00 4.8544e+00 -1.1754e+00
8.1782e+00 4.9581e+00 -1.1263e+00
8.1882e+00 5.0573e+00 -1.0762e+00
8.1982e+00 5.1520e+00 -1.0251e+00
8.2082e+00 5.2420e+00 -9.7307e-01
8.2182e+00 5.3273e+00 -9.2016e-01
8.2282e+00 5.4077e+00 -8.6643e-01
8.2382e+00 5.4834e+00 -8.1192e-01
8.2482e+00 5.5540e+00 -7.5667e-01
8.2583e+00 5.6197e+00 -7.0074e-01
8.2683e+00 5.6803e+00 -6.4418e-01
8.2783e+00 5.7357e+00 -5.8704e-01
8.2883e+00 5.7860e+00 -5.2937e-01
8.2983e+00 5.8311e+00 -4.7122e-01
8.3083e+00 5.8709e+00 -4.1265e-01
8.3183e+00 5.9054e+00 -3.5370e-01
8.3283e+00 5.9346e+00 -2.9444e-01
8.3383e+00 5.9585e+00 -2.3491e-01
8.3483e+00 5.9769e+00 -1.7517e-01
8.3584e+00 5.9900e+00 -1.1527e-01
8.3684e+00 5.9977e+00 -5.5265e-02
8.3784e+00 6.0000e+00 4.7878e-03
8.3884e+00 5.9968e+00 6.4837e-02
8.3984e+00 5.9883e+00 1.2483e-01
8.4084e+00 5.9744e+00 1.8470e-01
8.4184e+00 5.9550e+00 2.4442e-01
8.4284e+00 5.9303e+00 3.0391e-01
8.4384e+00 5.9003e+00 3.6312e-01
8.4484e+00 5.8649e+00 4.2201e-01
8.4585e+00 5.8243e+00 4.8052e-01
8.4685e+00 5.7783e+00 5.3860e-01
8.4785e+00 5.7272e+00 5.9619e-01
8.4885e+00 5.6709e+00 6.5324e-01
8.4985e+00 5.6095e+00 7.0970e-01
8.5085e+00 5.5431e+00 7.6552e-01
8.5185e+00 5.4716e+00 8.2066e-01
8.5285e+00 5.3952e+00 8.7505e-01
8.5385e+00 5.3140e+00 9.2865e-01
8.5485e+00 5.2279e+00 9.8142e-01
8.5586e+00 5.1372e+00 1.0333e+00
8.5686e+00 5.0418e+00 1.0843e+00
8.5786e+00 4.9418e+00 1.1342e+00
8.5886e+00 4.8375e+00 1.1832e+00
8.5986e+00 4.7287e+00 1.2311e+00
8.6086e+00 4.6157e+00 1.2778e+00
8.6186e+00 4.4985e+00 1.3234e+00
8.6286e+00 4.3773e+00 1.3679e+00
8.6386e+00 4.2521e+00 1.4111e+00
8.6486e+00 4.1230e+00 1.4530e+00
8.6587e+00 3.9903e+00 1.4936e+00
8.6687e+00 3.8540e+00 1.5329e+00
8.6787e+00 3.7142e+00 1.5707e+00
8.6887e+00 3.5710e+00 1.6072e+00
8.6987e+00 3.4246e+00 1.6422e+00
8.7087e+00 3.2751e+00 1.6758e+00
8.7187e+00 3.1227e+00 1.7078e+00
8.7287e+00 2.9675e+00 1.7383e+00
8.7387e+00 2.8096e+00 1.7672e+00
8.7487e+00 2.6491e+00 1.7945e+00
8.7588e+00 2.4863e+00 1.8202e+00
8.7688e+00 2.3212e+00 1.8443e+00
8.7788e+00 2.1540e+00 1.8667e+00
8.7888e+00 1.9849e+00 1.8874e+00
8.7988e+00 1.8140e+00 1.9064e+00
8.8088e+00 1.6415e+00 1.9237e+00
8.8188e+00 1.4674e+00 1.9393e+00
8.8288e+00 1.2921e+00 1.9531e+00
8.8388e+00 1.1156e+00 1.9651e+00
8.8488e+00 9.3808e-01 1.9754e+00
8.8589e+00 7.5972e-01 1.9839e+00
8.8689e+00 5.8068e-01 1.9906e+00
8.8789e+00 4.0111e-01 1.9955e+00
8.8889e+00 2.2118e-01 1.9986e+00
8.8989e+00 4.1045e-02 2.0000e+00
8.9089e+00 -1.3912e-01 1.9995e+00
8.9189e+00 -3.1916e-01 1.9972e+00
8.9289e+00 -4.9892e-01 1.9931e+00
8.9389e+00 -6.7822e-01 1.9872e+00
8.9489e+00 -8.5692e-01 1.9795e+00
8.9590e+00 -1.0348e+00 1.9700e+00
8.9690e+00 -1.2118e+00 1.9588e+00
8.9790e+00 -1.3877e+00 1.9458e+00
8.9890e+00 -1.5624e+00 1.9310e+00
8.9990e+00 -1.7356e+00 1.9145e+00
9.0090e+00 -1.9073e+00 1.8963e+00
9.0190e+00 -2.0772e+00 1.8763e+00
9.0290e+00 -2.2453e+00 1.8547e+00
9.0390e+00 -2.4113e+00 1.8314e+00
9.0490e+00 -2.5752e+00 1.8064e+00
9.0591e+00 -2.7368e+00 1.7798e+00
9.0691e+00 -2.8959e+00 1.7516e+00
9.0791e+00 -3.0523e+00 1.7219e+00
9.0891e+00 -3.2061e+00 1.6905e+00
9.0991e+00 -3.3569e+00 1.6577e+00
9.1091e+00 -3.5047e+00 1.6233e+00
9.1191e+00 -3.6493e+00 1.5875e+00
9.1291e+00 -3.7907e+00 1.5503e+00
9.1391e+00 -3.9286e+00 1.5117e+00
9.1491e+00 -4.0630e+00 1.4717e+00
9.1592e+00 -4.1938e+00 1.4303e+00
9.1692e+00 -4.3207e+00 1.3877e+00
9.1792e+00 -4.4437e+00 1.3438e+00
9.1892e+00 -4.5628e+00 1.2988e+00
9.1992e+00 -4.6777e+00 1.2525e+00
9.2092e+00 -4.7884e+00 1.2051e+00
9.2192e+00 -4.8948e+00 1.1567e+00
9.2292e+00 -4.9968e+00 1.1071e+00
9.2392e+00 -5.0943e+00 1.0566e+00
9.2492e+00 -5.1872e+00 1.0052e+00
9.2593e+00 -5.2754e+00 9.5280e-01
9.2693e+00 -5.3588e+00 8.9957e-01
9.2793e+00 -5.4374e+00 8.4553e-01
9.2893e+00 -5.5111e+00 7.9073e-01
9.2993e+00 -5.5799e+00 7.3522e-01
9.3093e+00 -5.6436e+00 6.7904e-01
9.3193e+00 -5.7022e+00 6.2225e-01
9.3293e+00 -5.7557e+00 5.6490e-01
9.3393e+00 -5.8040e+00 5.0704e-01
9.3493e+00 -5.8470e+00 4.4872e-01
9.3594e+00 -5.8848e+00 3.9000e-01
9.3694e+00 -5.9173e+00 3.3092e-01
9.3794e+00 -5.9444e+00 2.7155e-01
9.3894e+00 -5.9662e+00 2.1193e-01
9.3994e+00 -5.9826e+00 1.5212e-01
9.4094e+00 -5.9936e+00 9.2179e-02
9.4194e+00 -5.9992e+00 3.2150e-02
9.4294e+00 -5.9994e+00 -2.7908e-02
9.4394e+00 -5.9942e+00 -8.7941e-02
9.4494e+00 -5.9836e+00 -1.4789e-01
9.4595e+00 -5.9676e+00 -2.0771e-01
9.4695e+00 -5.9462e+00 -2.6735e-01
9.4795e+00 -5.9194e+00 -3.2674e-01
9.4895e+00 -5.8873e+00 -3.8583e-01
9.4995e+00 -5.8499e+00 -4.4458e-01
9.5095e+00 -5.8072e+00 -5.0293e-01
9.5195e+00 -5.7593e+00 -5.6083e-01
9.5295e+00 -5.7062e+00 -6.1822e-01
9.5395e+00 -5.6479e+00 -6.7505e-01
9.5495e+00 -5.5846e+00 -7.3127e-01
9.5596e+00 -5.5162e+00 -7.8683e-01
9.5696e+00 -5.4428e+00 -8.4169e-01
9.5796e+00 -5.3645e+00 -8.9578e-01
9.5896e+00 -5.2814e+00 -9.4907e-01
9.5996e+00 -5.1936e+00 -1.0015e+00
9.6096e+00 -5.1010e+00 -1.0530e+00
9.6196e+00 -5.0038e+00 -1.1036e+00
9.6296e+00 -4.9022e+00 -1.1532e+00
9.6396e+00 -4.7961e+00 -1.2017e+00
9.6496e+00 -4.6857e+00 -1.2492e+00
9.6597e+00 -4.5710e+00 -1.2955e+00
9.6697e+00 -4.4523e+00 -1.3407e+00
9.6797e+00 -4.3295e+00 -1.3846e+00
9.6897e+00 -4.2028e+00 -1.4274e+00
9.6997e+00 -4.0724e+00 -1.4688e+00
9.7097e+00 -3.9382e+00 -1.5089e+00
9.7197e+00 -3.8005e+00 -1.5476e+00
9.7297e+00 -3.6594e+00 -1.5849e+00
9.7397e+00 -3.5150e+00 -1.6209e+00
9.7497e+00 -3.3674e+00 -1.6553e+00
9.7598e+00 -3.2168e+00 -1.6883e+00
9.7698e+00 -3.0633e+00 -1.7197e+00
9.7798e+00 -2.9070e+00 -1.7496e+00
9.7898e+00 -2.7481e+00 -1.7779e+00
9.7998e+00 -2.5867e+00 -1.8046e+00
9.8098e+00 -2.4230e+00 -1.8297e+00
9.8198e+00 -2.2571e+00 -1.8531e+00
9.8298e+00 -2.0891e+00 -1.8748e+00
9.8398e+00 -1.9193e+00 -1.8949e+00
9.8498e+00 -1.7478e+00 -1.9133e+00
9.8599e+00 -1.5746e+00 -1.9299e+00
9.8699e+00 -1.4001e+00 -1.9448e+00
9.8799e+00 -1.2243e+00 -1.9579e+00
9.8899e+00 -1.0474e+00 -1.9693e+00
9.8999e+00 -8.6951e-01 -1.9789e+00
9.9099e+00 -6.9087e-01 -1.9867e+00
9.9199e+00 -5.1160e-01 -1.9927e+00
9.9299e+00 -3.3187e-01 -1.9969e+00
9.9399e+00 -1.5185e-01 -1.9994e+00
9.9499e+00 2.8318e-02 -2.0000e+00
9.9600e+00 2.0846e-01 -1.9988e+00
9.9700e+00 3.8841e-01 -1.9958e+00
9.9800e+00 5.6801e-01 -1.9910e+00
9.9900e+00 7.4709e-01 -1.9844e+00
1.0000e+01 9.2551e-01 -1.9761e+00
